전시회 개최년도,전시회 한글명,전시회 영문 약칭명,전시회 영문명 전체명 ,전시회 분류,전시회 개최주기,전시회 개최국가,전시회 개최도시,전시회 개최건물,전시 분야,전시 품목,전시회 시작일,전시회 종료일,총 참가국 수,총 참가업체,참가규모 부스 수,참가규모 업체 수,국내참가 기업수,한국참가 주관단체명,한국참가 주관단체 주소,전시회 모집기간 시작일,전시회 모집기간 종료 일
2019,2019 중국 홍콩국제안경전,HKOF 2019,HONG KONG OPTICAL FAIR 2019,기타,매년,홍콩,완차이,홍콩전시컨벤션센터,"안광학, 패션아이템","안경테, 선글라스, 콘택트렌즈 등",2019-11-06,2019-11-08,22,810,30,30,158,(재)한국안광학산업진흥원,대구시 북구 노원로 169 7층,2019-05-02,2019-06-25
2020,독일 프랑크푸르트 국제 문구사무용품 박람회,Paperworld,Paperworld Frankfurt,기타,매년,독일,프랑크푸르트,Messe Frankfurt Fair Ground,"문구, 사무용품","필기구, 노트, 다이어리, 포장지, 화일, IT 및 프린터액세서리, 마커, 파스텔 등",2020-01-25,2020-01-28,66,1634,25,24,62,한국문구공업협동조합,서울특별시 중구 동호로 292,2019-05-01,2019-10-19
2019,2019 라스베가스 국제파스너전시회,IFE 2019,Fastener International Expo 2019,기타,매년,미국,라스베가스,Mandalay Bay Convention Center,모든 종류의 파스너,"자동차산업, 전자식 파스너, 특수 어플리케이션 파스너 등",2019-09-17,2019-09-19,19,700,11,10,10,한국파스너공업협동조합,"서울 영등포구 국회대로 750, 811 (여의도동, 금산빌딩)",2019-02-01,2019-06-30
2019,2019 일본 치바 농자재&기술 전시회,AGRIWORLD 2019,AGRIWORLD 2019,기타,매년,일본,치바,마쿠하리메쎄,"농업용, 시설하우스, 식물공장관련 기자재 및 기술 등","농업용, 시설하우스, 식물공장관련 기자재",2019-10-09,2019-10-11,25,1087,14,14,14,한국농기계공업협동조합,충남 천안시 서북구 성거읍 정자1길 180,2019-05-21,2019-05-31
2020,2019 미국 올란도 냉동공조 전시회,AHR expo,"2019 AHR EXPO | THE INTERNATIONAL AIR-CONDITIONING, HEATING, REFRIGERATING EXPOSITION",기타,매년,미국,올란도,Orlando Orange Country Conference center,냉동공조,냉동공조,2020-02-03,2020-02-05,0,0,25,16,0,한국냉동공조협회,서울 강남구 삼성동  161-7번지 공조회관 한국냉동공조협회,2019-11-12,2019-11-30
2019,2019 중국 광저우 수출입상품 교역회 추계3기,Canton FAIR,China Import and Export Fair,기타,매년,중국,광저우,파저우전시장,일반소비재,"식품 및 농산물, 가정, 생활용품, 방직, 원단류 등",2019-10-31,2019-11-04,230,8651,10,10,141,경기도경제과학진흥원,경기도 수원시 영통구 광교로 107,2019-05-27,2019-07-02
2020,2020 이탈리아 밀라노 소비재 전시회,HOMI,HOMI,기타,연2회,이탈리아,밀라노,Fiera Milano Rho,소비재,"선물용품, 잡화, 패션 및 쥬얼리, 향수, 아웃도어, 뷰티용품, 주방용품,    욕실용품, 가정직물, 유아용품 등",2020-01-24,2020-01-27,38,1463,10,10,1,㈜글로벌에프엠,서울시 송파구 법원로 128(문정동) A동 1205호,2019-09-01,2019-12-31
2020,2020 프랑스 파리 패키징 전시회,ADF&PCD and PLD Paris,ADF&PCD and PLD Paris,기타,매년,프랑스,파리,Porte de Versailles,포장 용기,"화장품 패키징, 향수 용기 및 포장재 디자인, 에어로졸 및 디스펜스 시스템, 고   급 주류 용기 및 패키징, 프리미엄 음료 패키징 등",2020-01-29,2020-01-30,80,610,10,10,0,㈜글로벌에프엠,서울시 송파구 법원로 128(문정동) A동 1205호,2019-09-01,2019-11-30
2019,2019 베트남 호치민 건축건설 전시회,Vietbuild 2019,Vietbuild 2019,기타,매년,베트남,호치민,SECC,건축건설자재,건축건설자재,2019-06-19,2019-06-23,27,791,11,10,20,한국금속공업협동조합,서울 영등포구 여의도동 금산빌딩  1011호,2019-03-08,2019-03-20
2019,2019 독일 뮌헨 추계 패브릭스타트 섬유전시회,MFS 20/21 A/W,Munich Fabric Start 20/21 A/W,기타,연2회,독일,뮌헨,Munich Order Center,섬유 및 원단,"원사, 천연섬유, 기능성섬유, 친환경섬유",2019-09-03,2019-09-05,36,1000,13,13,20,한국섬유수출입협회,"서울시 송파구 송파대로 201, 테라타워2 B동 710",2019-03-01,2019-07-31
2020,2020 미국 뉴욕 춘계 프레미에르 비죵 섬유전시회,PV NY 2021 S/S,Premiere Vision New York 2021 S/S,기타,연2회,미국,뉴욕,Pier 92/94,섬유,"원사, 천연섬유, 기능성섬유, 친환경섬유",2020-01-21,2020-01-22,10,200,15,15,10,한국섬유수출입협회,"서울시 송파구 송파대로 201, 테라타워2 B동 710",2019-10-01,2019-11-27
2020,2020 UAE 두바이 국제 진단 및 실험장비전,MEDLAB Middle East 2020,MEDLAB ME 2020,기타,매년,아랍에미리트,두바이,Dubai World Trade Centre,"진단 및 실험장비, 계측기기","실험실장비,분석기기,의료계측기등",2020-02-03,2020-02-06,135,608,11,10,50,한국계측기기연구조합,"경기 부천시 원미구 송내대로 388 203-90(약대동,부천테크노파크)",2019-09-16,2019-12-05
2019,2019 UAE 두바이 아랍랩 실험장비전시회,Arablab,Arab Lab The Expo,기타,매년,아랍에미리트,두바이,DWTC,연구용 실험장비 분석장비 진단장비,건조기 분광기 무균대 실험대 교반기 냉동고,2019-03-14,2019-03-16,46,410,23,23,210,한국과학기기공업협동조합,서울 종로구 창성동 131,2019-02-20,2019-03-05
2019,2019 태국 방콕 월드디닥 아시아 교육장비 전시회,WDD Asia,Worlddidac Asia,기타,매년,태국,방콕,바이텍,교육 및 훈련장비,전자칠판 전자교탁 유공압장비 코딩교육장비 MBL실험장비,2019-10-09,2019-10-11,35,100,17,17,19,한국과학기기공업협동조합,서울 종로구 창성동 131,2019-06-16,2019-06-30
2019,2019 프랑스 파리 화장품원재료 전시회,in-cosmetics Global 2019,in-cosmetics Global 2019,기타,매년,프랑스,파리,Paris Expo Porte de Versailles,"화장품 원재료, 퍼스널케어 원재료, 향료/향수/방향제, 연구개발/임상시험(제형, 유화, 테스팅), 화장품제도, OEM/ODM","화장품 원재료, 퍼스널케어 원재료, 향료/향수/방향제, 연구개발/임상시험(제형, 유화, 테스팅), 화장품제도, OEM/ODM",2019-04-02,2019-04-04,43,773,15,15,45,대한화장품협회,서울 영등포구 여의도동 금산빌딩  907호,2019-03-02,2019-03-15
2019,2019중국상해화장품전시회,China Beauty Expo 2019,CBE 2019,기타,매년,중국,상하이,상해신국제전람중심,"화장품, 미용&두발용품, 네일 제품, 패키징, 미용기기 및 부자재 등","화장품, 미용&두발용품, 네일 제품, 패키징, 미용기기 및 부자재 등",2019-05-20,2019-05-22,34,3017,30,30,1917,대한화장품협회,서울 영등포구 여의도동 금산빌딩  907호,2019-01-20,2019-05-10
2019,중국 상하이 국제환경보호박람회,IE EXPO,China International Environmental Protection Exhibition,기타,매년,중국,상하이,상해신국제박람중심,환경산업전반,"수처리 제품, 대기처리 기술, 폐기물처리기, 친환경제품 등",2019-04-15,2019-04-17,60,2000,12,11,11,환경보전협회,서울시 성동구 광나루로 320-2 8층,2019-01-02,2019-03-15
2019,중국국제공업박람회,China International Industry Fair,CIIF,기타,매년,중국,상하이,국가전시컨센변센터,"산업자동화, 기계, 전기/전자","기계엔지니어링, 전기엔지니러이, 제어시스템, 자동화시스템 및 IT솔루션, 로봇공학, 마이크로공학, 산업소프트웨어 등",2019-09-17,2019-09-21,28,2600,10,10,165,부천산업진흥원,"경기도 부천시 평천로 655 401동 1503호 (약대동, 부천테크노파크 4단지)",2019-03-04,2019-08-14
2020,2020 프랑스 파리 캐주얼 패션 전시회,Who's Next 2020,Who's Next 2020,기타,연2회,프랑스,파리,파리엑스포,패션,패션 관련 전품목,2020-01-10,2020-01-13,100,1350,12,12,15,한국패션산업협회,서울 성동구 성수2가 3동 289-5 성수에이팩센터 901호 한국패션산업협회,2019-10-07,2019-10-11
2019,2019 선전(심천) 국제 보석 전시회,2019 Shenzhen Jewelry Fair,2019 Shenzhen International Jewellery Fair,기타,매년,중국,선전,선전회전중심,생활소비재,"14K, 18K 주얼리제품, 유색보석, 진주, 실버, 준보석, 다이아제품, 공예품",2019-09-12,2019-09-16,22,3100,21,20,20,주얼리 중국수출 협동 조합,서울시 중구 남대문시장길2  은남빌딩 505호,2019-07-01,2019-08-20
2019,2019 태국 방콕 국제 플라스틱 및 고무 전시회,INTERPLAS THAILAND,INTERPLAS THAILAND,기타,매년,태국,방콕,BITEC,"사출기, 압출기. 금형, 주변기기, 포장기기, 인쇄기기 등","사출기, 압출기. 금형, 주변기기, 포장기기, 인쇄기기 등",2019-06-19,2019-06-22,10,200,11,10,20,한국합성수지가공기계공업협동조합,서울 영등포구 문래동3가  77-8 한영빌딩 405호,2019-05-28,2019-06-11
2019,2019 중국 베이징 국제 보석 전시회,2019 Beijing Jewelry Fair,2019 Beijing International Jewelry Fair,기타,매년,중국,베이징,북경국제전람중심,생활소비재,14K. 18K 주얼리제품. 유색보석. 진주. 실버. 준보석. 다이아제품. 공예품,2019-11-14,2019-11-18,33,4100,31,30,30,주얼리 중국수출 협동 조합,서울시 중구 남대문시장길2  은남빌딩 505호,2019-08-15,2019-10-31
2019,2019 중국 베이징 엣센 용접절단 전시회,Beijing Essen Welding Show 2019,Beijing Essen Welding & Cutting Fair 2019,기타,매년,중국,상하이,Shanghai New International Expo Center,용접 및 절단 관련 분야,"용접기기, 자동화 및 산업화 로봇, 용접재료, 안전보호구, 브레이징 등",2019-06-25,2019-06-28,24,993,30,15,15,한국용접공업협동조합,서울 영등포구 여의도동15 -16 산정빌딩 304호,2019-01-01,2019-06-14
2019,2019 독일 뒤셀도르프 의료기기 전시회,MEDICA 2019,MEDICA - World Forum for Medicine International Trade Fair with Congress,기타,매년,독일,뒤셀도르프,독일 뒤셀도르프 국제 박람회장,의료기기,의료기기,2019-11-18,2019-11-21,66,5273,94,90,1215,한국의료기기공업협동조합,서울시 중구 퇴계로 450 신영빌딩 7층 한국의료기기공업협동조합,2019-05-20,2019-07-05
2019,2019 중국 광저우 가구전,CIFF 2019,China International Furniture Fair 2019,기타,연2회,중국,광저우,China Import & Export Fair Pazhou Complex,가구 및 인테리어,가구 및 인테리어,2019-03-28,2019-03-31,32,4122,10,10,0,대한가구산업협동조합연합회,"경기도 부천시 부일로 229, 투나 2층 1호",2019-02-01,2019-04-01
2019,2019 미얀마 국제 프랜차이즈 & 라이프스타일 쇼,IFL Show 2019,Myanmar International Franchise & Lifestyle Show 2019,기타,매년,미얀마,양곤,Tatmadaw Hall,프랜차이즈 서비스 및 생활소비재,화장품/식품/생활용품 및 프랜차이즈 서비스,2019-07-04,2019-07-07,5,120,30,30,35,(주)펀팩,서울시 서초구 신반포로47길 9-6 타운프라자 602호,2019-03-11,2019-04-26
2019,2019 태국 의료기기 전시회,Medical Fair Thailand 2019,MFT 2019,기타,격년,태국,방콕,BITEC,의료기기,의료기기,2019-09-11,2019-09-13,43,840,26,25,40,한국의료기기공업협동조합,서울시 중구 퇴계로 450 신영빌딩 7층 한국의료기기공업협동조합,2019-07-01,2019-07-30
2019,제36회 2019 하얼빈 아시아&태평양 미용미발박람회,The 36th Beauty Fair,The 36th Asia & Pacific Area International Beauty Fair,기타,연2회,중국,하얼빈,하얼빈 국제컨벤션센터,미용,"화장, 미용용품",2019-05-11,2019-05-13,10,2100,40,40,40,사단법인 한국미용산업협회,서울시 금천구 디지털로9길 33 IT미래타워 1305호,2019-03-28,2019-05-13
2020,2020 두바이 의료기기전시회,ARAB HEALTH 2020,The Middle East's Leading healthcare exhibition & Congress,기타,매년,아랍에미리트,두바이,두바이국제전시회장,의료기기,의료기기,2020-01-27,2020-01-30,68,4075,96,80,180,한국의료기기공업협동조합,서울시 중구 퇴계로 450 신영빌딩 7층 한국의료기기공업협동조합,2019-06-11,2019-09-24
2019,2019 두바이국제화장품미용박람회,BWME 2019,Beautyworld Middle East 2019,기타,매년,아랍에미리트,두바이,Dubai Int'l Convention & Exhibition Centre,"화장품, 미용용품","화장품, 화장소품, 미용용품, 미용기기, 네일, 헤어, 스파, 헬스 등",2019-04-15,2019-04-17,62,1738,36,35,55,한국화장품공업협동조합,"서울특별시 영등포구 은행로 30 (여의도동, 중소기업중앙회 802호)",2019-01-01,2019-02-22
2019,제37회 2019 하얼빈 아시아&태평양 미용미발박람회,The 37th Asia & Pacific Area International Beauty Fair,The 37th Beauty Fair,기타,연2회,중국,하얼빈,하얼빈 국제컨벤션센터,미용,화장. 미용용품,2019-10-28,2019-10-30,10,2100,40,40,40,사단법인 한국미용산업협회,서울시 금천구 디지털로9길 33 IT미래타워 1305호,2019-09-01,2019-10-28
2020,2020 독일 뮌헨 국제 스포츠용품 박람회,ISPO MUNICH 2020,International Trade Fair for Sports Equipment and Fashion 2020,기타,매년,독일,뮌헨,New Munich Trade Fair Center,"아웃도어스포츠 섬유제품 및 관련용품, 의류 및 액세서리, 부자재 등","아웃도어스포츠 섬유제품 및 관련용품, 의류 및 액세서리, 부자재 등",2020-01-28,2020-01-31,51,2801,70,60,57,한국아웃도어스포츠산업협회,서울특별시 강남구 테헤란로92길 39 동해빌딩 3층,2019-03-04,2019-11-22
2019,2019 홍콩춘계전자박람회 수출컨소시엄,HKEF (SE),Hong Kong Electronics Fair (Spring Edition),기타,매년,홍콩,홍콩,홍콩종합전시장,전시품목 및 완제품 일체,"가전제품, 전자부품, 차량탑재, 보안제품, 통신기기,",2019-04-13,2019-04-16,24,2940,13,12,48,한국정보기술연구원,"서울 구로구 디지털로34길, 43 코오롱싸이언스밸리1차 401호",2019-01-01,2019-02-22
2019,2019 홍콩춘계글로벌소시스모바일쇼 수출컨소시엄,GSME,Global Sources Mobile Electronics Show - April,기타,매년,홍콩,홍콩,아시아월드엑스포,모바일 주변제품,"통신 주변기기, 모바일 액세서리, 블루투스 및 무선충전기 관련 제품",2019-04-18,2019-04-21,27,2842,11,10,38,한국정보기술연구원,"서울 구로구 디지털로34길, 43 코오롱싸이언스밸리1차 401호",2019-01-01,2019-03-22
2020,2020 웨스트코스트아트 프레임 엑스포,2020 WCAF EXPO,2020 West Coast Art & Frame Expo,기타,매년,미국,라스베가스,Paris Las Vegas Hotel & Casino,프레임 관련 장식 인테리어,"새로운 프레임과 액자 몰딩, 아트포스터, 프레임관련 기기 등",2020-01-27,2020-01-29,48,156,10,10,10,한국프레임공업협동조합,서울 마포구 성암로 189 중소기업DMC타워 11층 협동조합지원센터,2019-08-01,2019-11-29
2020,2020 두바이국제보안장비전,INTERSEC,INTERSEC Duabi,기타,매년,아랍에미리트,두바이,컨베션센터,보안,보안기기,2020-01-19,2020-01-21,59,1337,20,20,30,한국전자산업협동조합,서울 서초구 방배로117 전자조합빌딩 6층,2019-05-31,2019-10-28
2019,2019년 일본 도쿄 아이티전 (춘계),-,Japan IT Week 2019 Spring,기타,매년,일본,동경,Tokyo Big Sight,소프트웨어,"Big Data Management Expo, Cloud Computing Expo Japan, Software Development Expo, AI & Business Automation Expo",2019-05-08,2019-05-10,23,1666,11,10,10,한국소프트웨어산업협회,서울시 송파구 송파대로 135 IT벤처타워 서관 12층,2019-01-24,2019-04-16
2019,2019 인도 방갈로르 건설기계 및 건축기술 전시회,EXCON 2019,10th Internatioanl construction Equipment and Construction Technology Trade Fair,기타,격년,인도,방갈로르,방갈로르 국제전시센터,건설기계,"건설기계 완성차, 어태치먼트 및 부품",2019-12-10,2019-12-05,27,1000,33,20,20,한국건설기계산업협회,경기도 성남시 분당구 금곡동 35,2019-01-01,2019-08-10
2019,2019 인도네시아 자카르타 국제 건설 및 건설기계산업전,Mining Indonesia 2019,The 19th Onternational Mining and Minerals Recovery Exhibition and Conference,기타,격년,인도네시아,자카르타,Jakarta JIEXPO,건설기계,"건설기계 완성차, 어태치먼트 및 부품",2019-09-18,2019-09-21,39,900,22,15,15,한국건설기계산업협회,경기도 성남시 분당구 금곡동 35,2019-01-01,2019-07-31
